0;3.30
1;3.30
2;3.30
3;3.30
4;3.30
5;3.09
6;2.87
7;2.66
8;2.47
9;2.30
10;2.13
11;1.98
12;1.84
13;1.71
14;1.59
15;1.48
16;1.37
17;1.28
18;1.19
19;1.10
20;1.03
21;0.95
22;0.89
23;0.82
24;0.77
25;0.70
26;0.67
27;0.62
28;0.58
29;0.54
30;0.50
31;0.47
32;0.43
33;0.41
34;0.38
35;0.35
36;0.33
37;0.31
38;0.29
39;0.27
40;0.25
41;0.24
42;0.22
43;0.21
44;0.20
45;0.18
46;0.17
47;0.16
48;0.15
49;0.14
50;0.14
51;0.13
52;0.12
53;0.11
54;0.11
55;0.10
56;0.10
57;0.09
58;0.09
59;0.08
60;0.07
61;0.07
62;0.07
63;0.07
64;0.06
65;0.06
66;0.06
67;0.05
68;0.05
69;0.05
70;0.05
71;0.05
72;0.04
73;0.04
74;0.04
75;0.04
76;0.04
77;0.03
78;0.03
79;0.04
80;0.03
81;0.03
82;0.03
83;0.03
84;0.03
85;0.03
86;0.03
87;0.02
88;0.02
89;0.03
90;0.03
91;0.02
92;0.02
93;0.02
94;0.02
95;0.02
96;0.02
97;0.02
98;0.02
99;0.02
100;0.02
101;0.02
102;0.02
103;0.02
104;0.02
105;0.02
106;0.02
107;0.02
108;0.01
109;0.02
110;0.02
111;0.02
112;0.02
113;0.02
114;0.01
115;0.01
116;0.01
117;0.01
118;0.02
119;0.02
120;0.02
121;0.02
122;0.01
123;0.01
124;0.01
125;0.02
126;0.01
127;0.02
128;0.01
129;0.01
130;0.01
131;0.02
132;0.02
133;0.01
134;0.02
135;0.02
136;0.01
137;0.02
138;0.01
139;0.01
140;0.02
141;0.01
142;0.01
143;0.01
144;0.01
145;0.01
146;0.01
147;0.01
148;0.01
149;0.01
150;0.01
151;0.01
152;0.01
153;0.01
154;0.01
155;0.01
156;0.02
157;0.01
158;0.02
159;0.01
160;0.01
161;0.01
162;0.01
163;0.01
164;0.01
165;0.01
166;0.00
167;0.01
168;0.01
169;0.01
170;0.01
171;0.01
172;0.01
173;0.01
174;0.01
175;0.01
176;0.01
177;0.01
178;0.00
179;0.01
180;0.01
181;0.01
182;0.01
183;0.01
184;0.01
185;0.01
186;0.01
187;0.01
188;0.01
189;0.01
190;0.01
191;0.01
192;0.01
193;0.01
194;0.01
195;0.01
196;0.01
197;0.01
198;0.01
199;0.01
200;0.01
201;0.01
202;0.02
203;0.01
204;0.01
205;0.01
206;0.01
207;0.01
208;0.01
209;0.01
210;0.01
211;0.01
212;0.01
213;0.01
214;0.01
215;0.01
216;0.01
217;0.01
218;0.01
219;0.01
220;0.01
221;0.01
222;0.01
223;0.01
224;0.01
225;0.01
226;0.01
227;0.01
228;0.01
229;0.01
230;0.01
231;0.01
232;0.01
233;0.02
234;0.01
235;0.01
236;0.01
237;0.01
238;0.01
239;0.01
240;0.01
241;0.01
242;0.01
243;0.01
244;0.01
245;0.01
246;0.01
247;0.01
248;0.01
249;0.01
250;0.01
251;0.01
252;0.01
253;0.01
254;0.01
255;0.01
256;0.01
257;0.01
258;0.01
259;0.01
260;0.01
261;0.01
262;0.01
263;0.01
264;0.01
265;0.01
266;0.01
267;0.01
268;0.01
269;0.01
270;0.01
271;0.01
272;0.00
273;0.01
274;0.01
275;0.01
276;0.01
277;0.01
278;0.01
279;0.01
280;0.01
281;0.01
282;0.01
283;0.01
284;0.01
285;0.00
286;0.01
287;0.01
288;0.01
289;0.01
290;0.01
291;0.01
292;0.01
293;0.01
294;0.01
